Student Name,Course ID,Student ID,Enrollment Number,Year,Course Name,Duration (Years),Branch,Specialization,Total Fees (Per Annum),Yearly Fees,Exam Fees,Extra Fees,Hostel Accommodation,Occupancy,City,State,Country,Email,Phone,Payment Mode,12th Percentage,10th Percentage,Hostel Room Type,Annual Income,Date of Birth
Vritika Sami,BTechCSE305,STU305,ENR305,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,riaan57@example.org,9.19701E+11,UPI,68,82,AC,732092,09/06/2004
Siya Goyal,BTechCSE306,STU306,ENR306,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,nirvisethi@example.org,9.17882E+11,RTGS,86,64,AC,757719,02/08/2002
Dhanuk Karnik,BTechCSE307,STU307,ENR307,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,bandibhavin@example.org,9.17086E+11,UPI,77,68,Non-AC,219761,19/09/2005
Shalv Shah,BTechCSE308,STU308,ENR308,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Single Occupancy,Lucknow,Uttar Pradesh,India,cchanda@example.org,9.18939E+11,Cheque,76,90,AC,533155,30/12/2004
Adira Sunder,BTechCSE309,STU309,ENR309,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,bbhasin@example.net,9.17409E+11,UPI,86,86,Non-AC,106995,11/12/2005
Rohan Rama,BTechCSE310,STU310,ENR310,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,kbhatnagar@example.org,9.17244E+11,Cheque,80,67,Non-AC,689276,24/03/2003
Nehmat Dugal,BTechCSE311,STU311,ENR311,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,ndutta@example.net,9.17798E+11,UPI,78,73,AC,186790,13/05/2001
Zain Hans,BTechCSE312,STU312,ENR312,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,bhaminiwable@example.com,9.17409E+11,DD,60,76,Non-AC,724132,03/07/2002
Hiran Kamdar,BTechCSE313,STU313,ENR313,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,comarmisha@example.com,9.1734E+11,UPI,63,88,Non-AC,377377,25/02/2004
Heer Mall,BTechCSE314,STU314,ENR314,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,japte@example.org,9.18432E+11,Cash,84,91,AC,514823,14/03/2003
Nehmat Divan,BTechCSE315,STU315,ENR315,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,kavyadevan@example.com,9.17162E+11,UPI,90,88,AC,716375,29/08/2004
Kiaan Suresh,BTechCSE316,STU316,ENR316,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,dhruv72@example.com,9.17068E+11,UPI,68,62,AC,221665,18/08/2001
Emir Choudhury,BTechCSE317,STU317,ENR317,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,ekhatri@example.net,9.17426E+11,Cash,68,83,AC,144398,08/11/2002
Dhanuk Butala,BTechCSE318,STU318,ENR318,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,hridaandayal@example.com,9.17036E+11,Cheque,65,80,AC,239875,02/04/2003
Nirvaan Dixit,BTechCSE319,STU319,ENR319,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Lucknow,Uttar Pradesh,India,sunderkabir@example.net,9.19947E+11,RTGS,70,68,Non-AC,667250,13/11/2003
Navya Sane,BTechCSE320,STU320,ENR320,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,dhargokul@example.net,9.19079E+11,Cash,79,71,Non-AC,684012,09/10/2000
Yuvraj  Raju,BTechCSE321,STU321,ENR321,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,kjaggi@example.com,9.17429E+11,UPI,72,90,AC,712148,14/08/2003
Lakshit Rana,BTechCSE322,STU322,ENR322,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,rohan25@example.com,9.1871E+11,Cheque,90,60,AC,251167,06/09/2003
Adira Bawa,BTechCSE323,STU323,ENR323,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,cherianyashvi@example.com,9.18873E+11,UPI,76,60,AC,718583,04/06/2006
Akarsh Dhawan,BTechCSE324,STU324,ENR324,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,lataalia@example.com,9.17804E+11,RTGS,71,69,Non-AC,110527,30/05/2004
Shray Barman,BTechCSE325,STU325,ENR325,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,lavanya04@example.org,9.19605E+11,RTGS,84,73,AC,588284,29/11/2001
Mahika Singh,BTechCSE326,STU326,ENR326,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,yuvraj-karpe@example.org,9.19557E+11,UPI,67,81,Non-AC,189493,23/04/2004
Fateh Setty,BTechCSE327,STU327,ENR327,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,tsahni@example.org,9.18225E+11,Cash,69,87,Non-AC,299159,17/03/2006
Jiya Chakrabarti,BTechCSE328,STU328,ENR328,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,onkar65@example.com,9.19043E+11,DD,71,85,AC,403954,18/07/2004
Ivan Desai,BTechCSE329,STU329,ENR329,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,smannan@example.com,9.19597E+11,RTGS,62,70,Non-AC,581421,29/05/2001
Eva Krishnamurthy,BTechCSE330,STU330,ENR330,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,baradkrish@example.org,9.17839E+11,UPI,77,64,AC,270421,17/04/2002
Hridaan Vyas,BTechCSE331,STU331,ENR331,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,kartik16@example.com,9.17895E+11,RTGS,82,67,AC,795950,01/04/2004
Sana Gola,BTechCSE332,STU332,ENR332,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,aradhyagala@example.net,9.1726E+11,DD,86,86,AC,248189,30/06/2003
Ishaan Doshi,BTechCSE333,STU333,ENR333,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,kashvi25@example.net,9.18355E+11,DD,71,73,AC,243661,29/08/2002
Ivana Dhillon,BTechCSE334,STU334,ENR334,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,gatikborah@example.org,9.18523E+11,UPI,61,88,AC,301538,01/07/2002
Sumer Shere,BTechCSE335,STU335,ENR335,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,rashabora@example.org,9.17707E+11,DD,60,76,Non-AC,612703,22/12/2004
Himmat Magar,BTechCSE336,STU336,ENR336,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,eshani59@example.com,9.1744E+11,DD,61,69,Non-AC,668427,10/05/2005
Ehsaan Hegde,BTechCSE337,STU337,ENR337,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,vihaankeer@example.com,9.19927E+11,Cheque,88,70,AC,466909,04/12/2000
Ira Hayre,BTechCSE338,STU338,ENR338,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,xwarrior@example.net,9.19417E+11,Cheque,80,62,Non-AC,221080,09/12/2002
Tanya Ratti,BTechCSE339,STU339,ENR339,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,ydesai@example.com,9.1701E+11,UPI,72,76,Non-AC,102902,08/07/2002
Onkar Madan,BTechCSE340,STU340,ENR340,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,zmalhotra@example.net,9.17573E+11,Cash,88,61,Non-AC,207126,08/11/2000
Anahi Gour,BTechCSE341,STU341,ENR341,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,parinaazsood@example.org,9.17539E+11,Cheque,90,71,AC,658374,13/03/2002
Trisha Kalla,BTechCSE342,STU342,ENR342,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,jhaverikabir@example.org,9.18497E+11,UPI,77,83,AC,707395,02/09/2001
Yuvaan Singhal,BTechCSE343,STU343,ENR343,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,tanya30@example.net,9.1997E+11,Cheque,80,82,AC,215977,16/12/2000
Suhana Taneja,BTechCSE344,STU344,ENR344,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,varughesecharvi@example.com,9.18219E+11,DD,79,69,Non-AC,689646,20/04/2006
Shalv Sastry,BTechCSE345,STU345,ENR345,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,bhagatdevansh@example.com,9.18664E+11,RTGS,89,91,AC,185574,02/12/2003
Aayush Lall,BTechCSE346,STU346,ENR346,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,qdin@example.net,9.17998E+11,DD,65,75,AC,576883,12/11/2000
Baiju Kanda,BTechCSE347,STU347,ENR347,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Double Occupancy,Mumbai,Maharashtra,India,sdoshi@example.org,9.18137E+11,UPI,79,73,AC,444053,02/12/2004
Nehmat Gupta,BTechCSE348,STU348,ENR348,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,lalavedika@example.net,9.17451E+11,UPI,90,84,Non-AC,645038,01/04/2004
Stuvan Sood,BTechCSE349,STU349,ENR349,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,jchowdhury@example.org,9.17707E+11,DD,89,67,Non-AC,415977,14/02/2001
Sumer Thakur,BTechCSE350,STU350,ENR350,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,farhan78@example.com,9.18609E+11,RTGS,90,64,AC,782585,22/07/2004
Keya Badal,BTechCSE351,STU351,ENR351,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,ddixit@example.com,9.17113E+11,UPI,75,84,Non-AC,625266,17/01/2003
Trisha Gala,BTechCSE352,STU352,ENR352,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Single Occupancy,Pune,Maharashtra,India,nityamani@example.com,9.18343E+11,Cheque,69,78,AC,525677,12/03/2002
Anay Warrior,BTechCSE353,STU353,ENR353,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,mahikasunder@example.com,9.1733E+11,Cheque,66,89,AC,250927,04/11/2003
Nitya Thaman,BTechCSE354,STU354,ENR354,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,himmatchana@example.org,9.19768E+11,Cheque,79,66,AC,338299,07/06/2003
Rhea Gandhi,BTechCSE355,STU355,ENR355,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,raghav81@example.net,9.17085E+11,Cheque,64,79,AC,285665,20/11/2003
Samarth Talwar,BTechCSE356,STU356,ENR356,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,khushi99@example.org,9.1876E+11,RTGS,83,69,Non-AC,720845,04/09/2005
Zeeshan Tiwari,BTechCSE357,STU357,ENR357,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,pramesh@example.net,9.19342E+11,RTGS,65,86,Non-AC,523299,14/11/2005
Alisha Sheth,BTechCSE358,STU358,ENR358,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,kapureshani@example.org,9.18307E+11,DD,63,88,AC,485450,11/11/2005
Miraya Ratti,BTechCSE359,STU359,ENR359,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,drishya68@example.org,9.19749E+11,DD,68,65,AC,527112,11/03/2006
Lagan Chada,BTechCSE360,STU360,ENR360,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,renee79@example.com,9.19266E+11,RTGS,77,78,Non-AC,246588,14/01/2001
Lakshit Golla,BTechCSE361,STU361,ENR361,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,tatafarhan@example.net,9.17425E+11,Cash,66,74,AC,545350,18/05/2005
Renee Sarraf,BTechCSE362,STU362,ENR362,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,reneesarma@example.com,9.19641E+11,DD,65,85,Non-AC,491648,07/04/2001
Amira Mammen,BTechCSE363,STU363,ENR363,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,charviwali@example.net,9.17451E+11,RTGS,62,81,Non-AC,374645,07/07/2005
Kavya Dutt,BTechCSE364,STU364,ENR364,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,prerak62@example.org,9.18159E+11,Cash,73,90,AC,396989,11/06/2002
Tara Kala,BTechCSE365,STU365,ENR365,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,uppalkartik@example.net,9.18631E+11,Cheque,68,70,AC,345459,05/09/2001
Indrans Dada,BTechCSE366,STU366,ENR366,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Jaipur,Rajasthan,India,kiara11@example.net,9.17184E+11,DD,85,84,AC,602053,19/12/2000
Mannat Chacko,BTechCSE367,STU367,ENR367,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,charvi92@example.org,9.18631E+11,Cash,72,60,AC,137841,05/04/2001
Uthkarsh Chand,BTechCSE368,STU368,ENR368,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,cdivan@example.net,9.18987E+11,RTGS,74,67,AC,538975,15/01/2005
